"{20, 5, 0. - 28.98822049328204*I, 0. - 1.4140595362576605*I}","{20, 10, 0. - 27.703181982955115*I, 0. - 1.3513747308758592*I}","{20, 15, 0. - 25.204954619592463*I, 0. - 1.2295099814435348*I}","{20, 20, 0. - 15.991307513611577*I, 0. - 0.7800637811517843*I}","{20, 25, 8.768647631670362 - 16.69778999711083*I, 0.4277389088619689 - 0.8145263413224796*I}","{20, 30, 13.460093172982706 - 16.50360812032578*I, 0.6565899108772052 - 0.8050540546500381*I}","{20, 35, 17.50341469532299 - 16.404256011605842*I, 0.8538251070889264 - 0.8002076103222362*I}","{20, 40, 21.248079566182906 - 16.343519268814955*I, 1.0364916861552638 - 0.7972448423812173*I}","{20, 45, 24.837550545411723 - 16.31093636197686*I, 1.2115878314834987 - 0.7956554322915542*I}","{20, 50, 28.303705185909102 - 16.283370866364038*I, 1.3806685456541026 - 0.7943107739689775*I}"
"{30, 5, 0. - 43.50325643544536*I, 0. - 1.4263362765719791*I}","{30, 10, 0. - 5.183734313565703*I, 0. - 0.16995850208412142*I}","{30, 15, 0. - 10.1318196697279*I, 0. - 0.33219080884353774*I}","{30, 20, 0. - 39.05245209021039*I, 0. - 1.2804082652527997*I}","{30, 25, 0. - 35.596569269988*I, 0. - 1.1671006318028854*I}","{30, 30, 0. - 23.832311365588712*I, 0. - 0.7813872578881546*I}","{30, 35, 10.276168460374203 - 25.01009728254044*I, 0.33692355607784275 - 0.8200031895914899*I}","{30, 40, 15.612023007253024 - 24.706268618036106*I, 0.5118696067951811 - 0.8100415940339707*I}","{30, 45, 20.130455593345634 - 24.550280263456557*I, 0.6600149374867421 - 0.8049272217526741*I}","{30, 50, 24.22550294099205 - 24.44131873821316*I, 0.7942787849505591 - 0.8013547127283004*I}"
"{40, 5, 0. - 1.774259694756741*I, 0. - 0.0438088813520183*I}","{40, 10, 0. - 57.3339472921604*I, 0. - 1.415653019559516*I}","{40, 15, 0. - 7.35177779064634*I, 0. - 0.18152537754682319*I}","{40, 20, 0. - 14.408365816410866*I, 0. - 0.35576211892372506*I}","{40, 25, 0. - 52.7377269761299*I, 0. - 1.3021660981760468*I}","{40, 30, 0. - 49.870169974132985*I, 0. - 1.2313622215835305*I}","{40, 35, 0. - 45.688280806507976*I, 0. - 1.128105698926123*I}","{40, 40, 0. - 31.026363445435685*I, 0. - 0.7660830480354489*I}","{40, 45, 11.53995467412601 - 33.36654500940742*I, 0.2849371524475558 - 0.8238653088742571*I}","{40, 50, 17.443646967458417 - 32.97561137862613*I, 0.43070733252983745 - 0.8142126266327439*I}"
"{50, 5, 0. - 72.34963319822889*I, 0. - 1.4326660039253245*I}","{50, 10, 0. - 71.86603035493361*I, 0. - 1.4230897099986854*I}","{50, 15, 0. - 71.06128411976069*I, 0. - 1.40715414098536*I}","{50, 20, 0. - 69.90943999713903*I, 0. - 1.3843453464780007*I}","{50, 25, 0. - 17.492740920212643*I, 0. - 0.34639090931114147*I}","{50, 30, 0. - 66.36582202153056*I, 0. - 1.3141746934956546*I}","{50, 35, 0. - 63.78514668618281*I, 0. - 1.2630722116075805*I}","{50, 40, 0. - 60.398374100244034*I, 0. - 1.1960074079256244*I}","{50, 45, 0. - 32.651184422987086*I, 0. - 0.6465581073858829*I}","{50, 50, 0. - 39.154398356275486*I, 0. - 0.7753346209163463*I}"
"{60, 5, 0. - 86.74258270332643*I, 0. - 1.4337616975756435*I}","{60, 10, 0. - 86.3405750153951*I, 0. - 1.4271169424032248*I}","{60, 15, 0. - 85.67597127344705*I, 0. - 1.4161317565859017*I}","{60, 20, 0. - 84.73475167439982*I, 0. - 1.4005744078413194*I}","{60, 25, 0. - 15.027399761801583*I, 0. - 0.2483867729223402*I}","{60, 30, 0. - 20.282927491664505*I, 0. - 0.33525499986222324*I}","{60, 35, 0. - 79.97168121040708*I, 0. - 1.3218459704199519*I}","{60, 40, 0. - 77.56393577551012*I, 0. - 1.2820485252150433*I}","{60, 45, 0. - 74.5387879404241*I, 0. - 1.2320460816599026*I}","{60, 50, 0. - 70.69399897509251*I, 0. - 1.1684958508279755*I}"
"{70, 5, 0. - 101.12691071575705*I, 0. - 1.4344242654717312*I}","{70, 10, 0. - 1.8528057720122626*I, 0. - 0.026280932936344148*I}","{70, 15, 0. - 100.2160497892094*I, 0. - 1.4215042523292114*I}","{70, 20, 0. - 99.41831446332998*I, 0. - 1.410188857635886*I}","{70, 25, 0. - 98.37731901717487*I, 0. - 1.3954229647826222*I}","{70, 30, 0. - 15.479078418704912*I, 0. - 0.21956139600999874*I}","{70, 35, 0. - 23.494910370295457*I, 0. - 0.3332611400041909*I}","{70, 40, 0. - 93.56668168964242*I, 0. - 1.327186974321169*I}","{70, 45, 0. - 91.25171155608356*I, 0. - 1.294350518526008*I}","{70, 50, 0. - 88.48718339563897*I, 0. - 1.2551373531296306*I}"
"{80, 5, 0. - 115.5058486962873*I, 0. - 1.4348552633079168*I}","{80, 10, 0. - 2.2777970208836793*I, 0. - 0.028295615166256883*I}","{80, 15, 0. - 10.11621326576213*I, 0. - 0.12566724553741776*I}","{80, 20, 0. - 9.549083867990003*I, 0. - 0.11862215985080748*I}","{80, 25, 0. - 113.11792289958905*I, 0. - 1.4051915888147706*I}","{80, 30, 0. - 111.99896099190553*I, 0. - 1.3912914408932364*I}","{80, 35, 0. - 21.904434415882672*I, 0. - 0.27210477535257976*I}","{80, 40, 0. - 25.96223431917923*I, 0. - 0.32251222756744385*I}","{80, 45, 0. - 107.13709142777542*I, 0. - 1.3308955456866511*I}","{80, 50, 0. - 104.919363456922*I, 0. - 1.303346129899652*I}"
"{90, 5, 0. - 129.8811912549858*I, 0. - 1.4351512845854784*I}","{90, 10, 0. - 129.61383473222378*I, 0. - 1.432197068864351*I}","{90, 15, 0. - 129.17537013809502*I, 0. - 1.4273521562220444*I}","{90, 20, 0. - 128.56213306141774*I, 0. - 1.4205760559272678*I}","{90, 25, 0. - 127.76907912816002*I, 0. - 1.411813029040442*I}","{90, 30, 0. - 126.78734723071616*I, 0. - 1.4009651627703443*I}","{90, 35, 0. - 125.60871507963348*I, 0. - 1.3879416030898728*I}","{90, 40, 0. - 21.942410577642303*I, 0. - 0.24245757544356134*I}","{90, 45, 0. - 28.515677399176994*I, 0. - 0.31509035800195573*I}","{90, 50, 0. - 120.71762351448027*I, 0. - 1.3338963924251963*I}"
"{100, 5, 0. - 144.2540153833223*I, 0. - 1.4353633371474854*I}","{100, 10, 0. - 144.01345070316472*I, 0. - 1.4329696587379575*I}","{100, 15, 0. - 1.9686244213875967*I, 0. - 0.019588302700374097*I}","{100, 20, 0. - 14.401241557458057*I, 0. - 0.14329593589510503*I}","{100, 25, 0. - 15.018047353695852*I, 0. - 0.1494333070019488*I}","{100, 30, 0. - 141.4840469563182*I, 0. - 1.4078014622519224*I}","{100, 35, 0. - 140.43725427320334*I, 0. - 1.3973856146587396*I}","{100, 40, 0. - 10.207761760479219*I, 0. - 0.10156976876098725*I}","{100, 45, 0. - 25.973616511122515*I, 0. - 0.2584439453843036*I}","{100, 50, 0. - 32.48151188687878*I, 0. - 0.32319912325252514*I}"
"{200, 5, 0. - 287.9267602739443*I, 0. - 1.436043692139373*I}","{200, 10, 0. - 287.8064807916481*I, 0. - 1.4354437944720602*I}","{200, 15, 0. - 5.856746056456354*I, 0. - 0.029210703523473085*I}","{200, 20, 0. - 287.337757712526*I, 0. - 1.4331060235038704*I}","{200, 25, 0. - 286.9890057732823*I, 0. - 1.4313666123355726*I}","{200, 30, 0. - 16.48106735190225*I, 0. - 0.08219983716659476*I}","{200, 35, 0. - 286.0597554181054*I, 0. - 1.4267319472224709*I}","{200, 40, 0. - 28.46360543782245*I, 0. - 0.14196311939063566*I}","{200, 45, 0. - 284.8133886311976*I, 0. - 1.4205156540209356*I}","{200, 50, 0. - 18.820345624135864*I, 0. - 0.09386706046950556*I}"
