"{20, 4, 0. - 29.139711557442716*I, 0. - 1.4214493442654983*I}","{20, 8, 0. - 5.297065712430125*I, 0. - 0.25839344938683534*I}","{20, 12, 0. - 26.8886805729892*I, 0. - 1.3116429547799608*I}","{20, 16, 0. - 24.46344821301077*I, 0. - 1.1933389372200376*I}","{20, 20, 0. - 15.991307513611577*I, 0. - 0.7800637811517843*I}","{20, 24, 7.670343845881837 - 16.763907861565727*I, 0.3741631144332604 - 0.8177516030032063*I}","{20, 28, 11.698214026404477 - 16.564229049701304*I, 0.570644586653877 - 0.8080111731561612*I}","{20, 32, 15.127553196783513 - 16.456920135505957*I, 0.7379294242333421 - 0.8027765919759003*I}","{20, 36, 18.274201943948622 - 16.390856723329172*I, 0.8914244850706645 - 0.7995539865038621*I}","{20, 40, 21.248079566182906 - 16.343519268814955*I, 1.0364916861552638 - 0.7972448423812173*I}"
"{30, 4, 0. - 1.6853756773029867*I, 0. - 0.05525821892796678*I}","{30, 8, 0. - 43.07684553354751*I, 0. - 1.412355591263853*I}","{30, 12, 0. - 6.805164210866599*I, 0. - 0.22312013806119999*I}","{30, 16, 0. - 40.88684124240719*I, 0. - 1.340552171882203*I}","{30, 20, 0. - 39.05245209021039*I, 0. - 1.2804082652527997*I}","{30, 24, 0. - 36.43391040552346*I, 0. - 1.1945544395253596*I}","{30, 28, 0. - 19.338106114172046*I, 0. - 0.6340362660384278*I}","{30, 32, 5.958327380633995 - 25.34366827532219*I, 0.1953549960863605 - 0.8309399434531867*I}","{30, 36, 11.463505768122653 - 24.934855690611755*I, 0.375852648135169 - 0.8175362521512052*I}","{30, 40, 15.612023007253024 - 24.706268618036106*I, 0.5118696067951811 - 0.8100415940339707*I}"
"{40, 4, 0. - 58.01656571146273*I, 0. - 1.4325077953447587*I}","{40, 8, 0. - 57.624302975091624*I, 0. - 1.4228222956812746*I}","{40, 12, 0. - 3.072887076891431*I, 0. - 0.0758737549849736*I}","{40, 16, 0. - 56.04989859017729*I, 0. - 1.383948113337711*I}","{40, 20, 0. - 14.408365816410866*I, 0. - 0.35576211892372506*I}","{40, 24, 0. - 53.205543637947166*I, 0. - 1.3137171268628929*I}","{40, 28, 0. - 51.133317619844924*I, 0. - 1.26255105234185*I}","{40, 32, 0. - 48.407703414477616*I, 0. - 1.1952519361599412*I}","{40, 36, 0. - 25.15925732736798*I, 0. - 0.6212162303053822*I}","{40, 40, 0. - 31.026363445435685*I, 0. - 0.7660830480354489*I}"
"{50, 4, 0. - 72.40960238513864*I, 0. - 1.4338535125770029*I}","{50, 8, 0. - 72.09657651289211*I, 0. - 1.4276549804533092*I}","{50, 12, 0. - 7.328489387369344*I, 0. - 0.14511860173008603*I}","{50, 16, 0. - 6.811944782944698*I, 0. - 0.1348899957018752*I}","{50, 20, 0. - 69.90943999713903*I, 0. - 1.3843453464780007*I}","{50, 24, 0. - 17.481473811640637*I, 0. - 0.34616779825030963*I}","{50, 28, 0. - 67.2280210566607*I, 0. - 1.3312479417160534*I}","{50, 32, 0. - 65.41187418523118*I, 0. - 1.2952846373313105*I}","{50, 36, 0. - 63.1802130692026*I, 0. - 1.2510933281030219*I}","{50, 40, 0. - 60.398374100244034*I, 0. - 1.1960074079256244*I}"
"{60, 4, 0. - 86.79256640668298*I, 0. - 1.4345878744906277*I}","{60, 8, 0. - 86.53198350189676*I, 0. - 1.4302807190396158*I}","{60, 12, 0. - 86.10661983920744*I, 0. - 1.4232499146976436*I}","{60, 16, 0. - 85.50977973054377*I, 0. - 1.4133847889346078*I}","{60, 20, 0. - 84.73475167439982*I, 0. - 1.4005744078413194*I}","{60, 24, 0. - 83.76802143005435*I, 0. - 1.3845953955380885*I}","{60, 28, 0. - 17.515078294421595*I, 0. - 0.28950542635407595*I}","{60, 32, 0. - 81.19160158599625*I, 0. - 1.342009943570186*I}","{60, 36, 0. - 79.52680601739179*I, 0. - 1.3144926614444925*I}","{60, 40, 0. - 77.56393577551012*I, 0. - 1.2820485252150433*I}"
"{70, 4, 0. - 101.16976661899777*I, 0. - 1.4350321506240817*I}","{70, 8, 0. - 1.6860000262455899*I, 0. - 0.023914893989299146*I}","{70, 12, 0. - 100.58296228444827*I, 0. - 1.426708684885791*I}","{70, 16, 0. - 100.0747732662579*I, 0. - 1.4195003300178426*I}","{70, 20, 0. - 99.41831446332998*I, 0. - 1.410188857635886*I}","{70, 24, 0. - 98.60522151369848*I, 0. - 1.39865562430778*I}","{70, 28, 0. - 97.62744322577929*I, 0. - 1.384786428734458*I}","{70, 32, 0. - 20.294920142211357*I, 0. - 0.2878712076909412*I}","{70, 36, 0. - 95.12343077079285*I, 0. - 1.3492685215715297*I}","{70, 40, 0. - 93.56668168964242*I, 0. - 1.327186974321169*I}"
"{80, 4, 0. - 115.54335931565365*I, 0. - 1.4353212337348278*I}","{80, 8, 0. - 115.34804112378133*I, 0. - 1.4328949207923145*I}","{80, 12, 0. - 6.786970750481043*I, 0. - 0.0843101956581496*I}","{80, 16, 0. - 114.58766370990439*I, 0. - 1.4234492386323525*I}","{80, 20, 0. - 9.549083867990003*I, 0. - 0.11862215985080748*I}","{80, 24, 0. - 113.31438321893799*I, 0. - 1.4076320896762482*I}","{80, 28, 0. - 112.47350930073343*I, 0. - 1.3971864509407879*I}","{80, 32, 0. - 111.48703313125503*I, 0. - 1.3849320885870189*I}","{80, 36, 0. - 18.844813418297154*I, 0. - 0.23409706109685904*I}","{80, 40, 0. - 25.96223431917923*I, 0. - 0.32251222756744385*I}"
"{90, 4, 0. - 129.91454388912146*I, 0. - 1.4355198219792427*I}","{90, 8, 0. - 129.7409333195261*I, 0. - 1.4336014731439348*I}","{90, 12, 0. - 2.279209226399359*I, 0. - 0.025184632335904518*I}","{90, 16, 0. - 129.0664294612632*I, 0. - 1.4261483918371622*I}","{90, 20, 0. - 128.56213306141774*I, 0. - 1.4205760559272678*I}","{90, 24, 0. - 127.94199208530578*I, 0. - 1.4137236694508926*I}","{90, 28, 0. - 127.2030438257417*I, 0. - 1.405558495312063*I}","{90, 32, 0. - 126.34001397943355*I, 0. - 1.3960222539163927*I}","{90, 36, 0. - 13.659082080346694*I, 0. - 0.15092908376073694*I}","{90, 40, 0. - 21.942410577642303*I, 0. - 0.24245757544356134*I}"
"{100, 4, 0. - 144.2840408602445*I, 0. - 1.4356620981118855*I}","{100, 8, 0. - 144.12778579571486*I, 0. - 1.4341073213503965*I}","{100, 12, 0. - 143.87421350162413*I, 0. - 1.4315842139465087*I}","{100, 16, 0. - 143.52158368106151*I, 0. - 1.4280754595130498*I}","{100, 20, 0. - 14.401241557458057*I, 0. - 0.14329593589510503*I}","{100, 24, 0. - 142.51418715963186*I, 0. - 1.4180516135286751*I}","{100, 28, 0. - 141.85440090437706*I, 0. - 1.4114865761629558*I}","{100, 32, 0. - 141.08617339631954*I, 0. - 1.4038425213564132*I}","{100, 36, 0. - 140.20518244933785*I, 0. - 1.3950764422819686*I}","{100, 40, 0. - 10.207761760479219*I, 0. - 0.10156976876098725*I}"
"{200, 4, 0. - 287.94179681669937*I, 0. - 1.4361186873650842*I}","{200, 8, 0. - 5.517419467481251*I, 0. - 0.027518301583447636*I}","{200, 12, 0. - 3.927852237422607*I, 0. - 0.01959028547342946*I}","{200, 16, 0. - 10.114208721781653*I, 0. - 0.0504449312807065*I}","{200, 20, 0. - 287.337757712526*I, 0. - 1.4331060235038704*I}","{200, 24, 0. - 287.06470088689593*I, 0. - 1.431744144074294*I}","{200, 28, 0. - 3.203367783927311*I, 0. - 0.0159768966779417*I}","{200, 32, 0. - 12.671076085615152*I, 0. - 0.06319738696067408*I}","{200, 36, 0. - 285.9491284110773*I, 0. - 1.4261801915764454*I}","{200, 40, 0. - 28.46360543782245*I, 0. - 0.14196311939063566*I}"
